ID;Ndex;Pok‚mon;Alternativo;Cadena;Etapa;Nivel;Tipo1;Tipo2;Habilidad_1;Habilidad_2;Habilidad_3;FUE;VIT;ENE;SAB;DES;CAR;PS_min;Total_min;Velocidad
565_1;#0565;Carracosta;;Tirtouga;Evoluci¢n;Ace;Agua;Roca;Rocasolida;Robustez;Nadorapido;4;5;3;2;1;3;17;18;Lento
566_1;#0566;Archen;;Archen;B sico;Begginer;Roca;Volador;Flaqueza;Flaqueza;Flaqueza;4;1;2;1;2;3;13;13;Normal
567_1;#0567;Archeops;;Archen;Evoluci¢n;Pro;Roca;Volador;Flaqueza;Flaqueza;Flaqueza;5;2;4;2;4;3;19;20;Rapido
568_1;#0568;Trubbish;;Trubbish;B sico;Begginer;Veneno;NA;Hedor;Viscosidad;Detonacion;2;2;1;2;2;3;13;12;Normal
569_1;#0569;Garbodor;;Trubbish;Evoluci¢n;Ace;Veneno;NA;Hedor;Armadurafragil;Detonacion;3;3;2;3;3;3;17;17;Normal
570_1;#0570;Zorua;;Zorua;B sico;Begginer;Siniestro;NA;Ilusion;Ilusion;Ilusion;2;1;3;1;2;2;10;11;Normal
570_2;#0570;Zorua;Forma de Hisui;Zorua;B sico;Begginer;Normal;Fantasma;Ilusion;Ilusion;Ilusion;2;1;3;1;2;2;10;11;Normal
571_1;#0571;Zoroark;;Zorua;Evoluci¢n;Pro;Siniestro;NA;Ilusion;Ilusion;Ilusion;4;2;4;2;4;3;19;19;Rapido
571_2;#0571;Zoroark;Forma de Hisui;Zorua;Evoluci¢n;Pro;Normal;Fantasma;Ilusion;Ilusion;Ilusion;4;2;4;2;4;3;19;19;Rapido
572_1;#0572;Minccino;;Minccino;B sico;Begginer;Normal;NA;Granencanto;Experto;Encadenado;2;1;1;1;3;3;13;11;Normal
573_1;#0573;Cinccino;;Minccino;Evoluci¢n;Amateur;Normal;NA;Granencanto;Experto;Encadenado;3;2;2;2;4;3;15;16;Rapido
574_1;#0574;Gothita;;Gothita;B sico;Begginer;Psiquico;NA;Cacheo;Tenacidad;Sombratrampa;1;2;2;2;1;2;10;10;Suave
575_1;#0575;Gothorita;;Gothita;Evoluci¢n;Amateur;Psiquico;NA;Cacheo;Tenacidad;Sombratrampa;1;2;3;3;2;3;15;14;Suave
576_1;#0576;Gothitelle;;Gothita;Avanzada;Ace;Psiquico;NA;Cacheo;Tenacidad;Sombratrampa;2;3;3;4;2;3;17;17;Normal
577_1;#0577;Solosis;;Solosis;B sico;Begginer;Psiquico;NA;Funda;Muromagico;Regeneracion;1;1;4;2;1;2;10;11;Lento
578_1;#0578;Duosion;;Solosis;Evoluci¢n;Amateur;Psiquico;NA;Funda;Muromagico;Regeneracion;1;2;5;2;1;3;15;14;Lento
579_1;#0579;Reuniclus;;Solosis;Avanzada;Ace;Psiquico;NA;Funda;Muromagico;Regeneracion;2;3;5;3;1;4;20;18;Lento
580_1;#0580;Ducklett;;Ducklett;B sico;Begginer;Agua;Volador;Vistalince;Sacapecho;Hidratacion;1;2;1;2;2;3;13;11;Suave
581_1;#0581;Swanna;;Ducklett;Evoluci¢n;Amateur;Agua;Volador;Vistalince;Sacapecho;Hidratacion;3;2;3;2;3;3;15;16;Normal
582_1;#0582;Vanillite;;Vanillite;B sico;Begginer;Hielo;NA;Gelido;Mantoniveo;Armadurafragil;2;2;2;2;1;2;10;11;Suave
583_1;#0583;Vanillish;;Vanillite;Evoluci¢n;Amateur;Hielo;NA;Gelido;Mantoniveo;Armadurafragil;2;2;3;3;2;3;15;15;Suave
584_1;#0584;Vanilluxe;;Vanillite;Avanzada;Pro;Hielo;NA;Gelido;Nevada;Armadurafragil;3;3;4;3;3;3;19;19;Normal
585_1;#0585;Deerling;Forma Primavera;Deerling;B sico;Begginer;Normal;Planta;Clorofila;Herbivoro;Dicha;2;2;1;2;3;3;13;13;Normal
586_1;#0586;Sawsbuck;Forma Primavera;Deerling;Evoluci¢n;Amateur;Normal;Planta;Clorofila;Herbivoro;Dicha;4;2;2;2;3;3;15;16;Normal
587_1;#0587;Emolga;;Emolga;Inicial;Ace;Electrico;Volador;Electricidadestatica;Electricidadestatica;Electromotor;3;2;3;2;4;3;17;17;Rapido
588_1;#0588;Karrablast;;Karrablast;B sico;Begginer;Bicho;NA;Enjambre;Mudar;Indefenso;3;1;1;1;2;3;13;11;Suave
589_1;#0589;Escavalier;;Karrablast;Evoluci¢n;Pro;Bicho;Acero;Enjambre;Caparazon;Funda;5;4;2;4;1;3;19;19;Lento
590_1;#0590;Foongus;;Foongus;B sico;Begginer;Planta;Veneno;Efectoespora;Efectoespora;Regeneracion;2;1;2;2;1;3;13;11;Lento
591_1;#0591;Amoonguss;;Foongus;Evoluci¢n;Amateur;Planta;Veneno;Efectoespora;Efectoespora;Regeneracion;3;2;3;3;1;4;18;16;Lento
592_1;#0592;Frillish;;Frillish;B sico;Begginer;Agua;Fantasma;Absorbeagua;Cuerpomaldito;Humedad;1;2;2;3;1;3;13;12;Suave
593_1;#0593;Jellicent;;Frillish;Evoluci¢n;Ace;Agua;Fantasma;Absorbeagua;Cuerpomaldito;Humedad;2;2;3;4;2;4;20;17;Suave
594_1;#0594;Alomomola;;Alomomola;Inicial;Amateur;Agua;NA;Hidratacion;Almacura;Regeneracion;3;3;1;1;2;5;21;15;Normal
595_1;#0595;Joltik;;Joltik;B sico;Begginer;Bicho;Electrico;Ojocompuesto;Nerviosismo;Enjambre;1;2;2;2;2;3;13;12;Normal
596_1;#0596;Galvantula;;Joltik;Evoluci¢n;Ace;Bicho;Electrico;Ojocompuesto;Nerviosismo;Enjambre;3;2;3;2;4;3;17;17;Rapido
597_1;#0597;Ferroseed;;Ferroseed;B sico;Begginer;Planta;Acero;Puntaacero;Puntaacero;Puntaacero;2;3;1;3;1;2;10;12;Lento
598_1;#0598;Ferrothorn;;Ferroseed;Evoluci¢n;Ace;Planta;Acero;Puntaacero;Puntaacero;Anticipacion;3;5;2;4;1;3;17;18;Lento
599_1;#0599;Klink;;Klink;B sico;Begginer;Acero;NA;Mas;Menos;Cuerpopuro;2;2;1;2;1;2;10;10;Lento
600_1;#0600;Klang;;Klink;Evoluci¢n;Amateur;Acero;NA;Mas;Menos;Cuerpopuro;3;3;2;3;2;3;15;16;Suave
601_1;#0601;Klinklang;;Klink;Avanzada;Pro;Acero;NA;Mas;Menos;Cuerpopuro;4;4;2;3;3;3;19;19;Normal
602_1;#0602;Tynamo;;Tynamo;B sico;Starter;Electrico;NA;Levitacion;Levitacion;Levitacion;2;1;1;1;2;2;8;9;Suave
603_1;#0603;Eelektrik;;Tynamo;Evoluci¢n;Amateur;Electrico;NA;Levitacion;Levitacion;Levitacion;3;2;3;2;1;3;15;14;Suave
604_1;#0604;Eelektross;;Tynamo;Avanzada;Pro;Electrico;NA;Levitacion;Levitacion;Levitacion;4;3;4;3;2;3;19;19;Suave
605_1;#0605;Elgyem;;Elgyem;B sico;Begginer;Psiquico;NA;Telepatia;Sincronia;Calculofinal;2;2;3;2;1;3;13;13;Lento
606_1;#0606;Beheeyem;;Elgyem;Evoluci¢n;Ace;Psiquico;NA;Telepatia;Sincronia;Calculofinal;3;3;5;3;1;3;17;18;Suave
607_1;#0607;Litwick;;Litwick;B sico;Begginer;Fantasma;Fuego;Absorbefuego;Cuerpollama;Allanamiento;1;2;2;2;1;3;13;11;Lento
608_1;#0608;Lampent;;Litwick;Evoluci¢n;Begginer;Fantasma;Fuego;Absorbefuego;Cuerpollama;Allanamiento;1;2;3;2;2;3;13;13;Suave
609_1;#0609;Chandelure;;Litwick;Avanzada;Pro;Fantasma;Fuego;Absorbefuego;Cuerpollama;Allanamiento;2;3;5;3;3;3;19;19;Normal
610_1;#0610;Axew;;Axew;B sico;Begginer;Dragon;NA;Rivalidad;Rompemoldes;Nerviosismo;3;2;1;1;2;2;10;11;Suave
611_1;#0611;Fraxure;;Axew;Evoluci¢n;Amateur;Dragon;NA;Rivalidad;Rompemoldes;Nerviosismo;4;2;1;2;2;3;15;14;Normal
612_1;#0612;Haxorus;;Axew;Avanzada;Ace;Dragon;NA;Rivalidad;Rompemoldes;Nerviosismo;5;3;2;2;3;3;17;18;Normal
613_1;#0613;Cubchoo;;Cubchoo;B sico;Begginer;Hielo;NA;Mantoniveo;Quitanieves;Cobardia;2;1;2;1;1;3;13;10;Suave
614_1;#0614;Beartic;;Cubchoo;Evoluci¢n;Ace;Hielo;NA;Mantoniveo;Quitanieves;Nadorapido;5;3;2;3;2;3;17;18;Suave
615_1;#0615;Cryogonal;;Cryogonal;Inicial;Pro;Hielo;NA;Levitacion;Levitacion;Levitacion;2;2;3;5;4;3;19;19;Rapido
616_1;#0616;Shelmet;;Shelmet;B sico;Begginer;Bicho;NA;Hidratacion;Caparazon;Funda;1;3;1;2;1;3;13;11;Lento
617_1;#0617;Accelgor;;Shelmet;Evoluci¢n;Ace;Bicho;NA;Hidratacion;Viscosidad;Liviano;2;1;4;2;5;3;17;17;Rapido
618_1;#0618;Stunfisk;;Stunfisk;Inicial;Amateur;Tierra;Electrico;Electricidadestatica;Flexibilidad;Veloarena;2;3;3;3;1;4;18;16;Lento
618_2;#0618;Stunfisk;Forma de Galar;Stunfisk;Inicial;Amateur;Tierra;Acero;Mimetismo;Mimetismo;Mimetismo;3;3;2;3;1;4;18;16;Lento
619_1;#0619;Mienfoo;;Mienfoo;B sico;Begginer;Lucha;NA;Regeneracion;Fuerzamental;Audaz;3;2;2;2;2;2;10;13;Normal
620_1;#0620;Mienshao;;Mienfoo;Evoluci¢n;Pro;Lucha;NA;Regeneracion;Fuerzamental;Audaz;5;2;3;2;4;3;19;19;Rapido
621_1;#0621;Druddigon;;Druddigon;Inicial;Amateur;Dragon;NA;Pieltosca;Potenciabruta;Rompemoldes;4;3;2;3;1;3;15;16;Suave
622_1;#0622;Golett;;Golett;B sico;Begginer;Tierra;Fantasma;Pu¤oferreo;Zoquete;Indefenso;2;2;1;2;1;3;13;11;Lento
623_1;#0623;Golurk;;Golett;Evoluci¢n;Ace;Tierra;Fantasma;Pu¤oferreo;Zoquete;Indefenso;4;3;2;3;2;3;17;17;Suave
624_1;#0624;Pawniard;;Pawniard;B sico;Begginer;Siniestro;Acero;Competitivo;Fuerzamental;Presion;3;2;1;1;2;2;10;11;Suave
625_1;#0625;Bisharp;;Pawniard;Evoluci¢n;Ace;Siniestro;Acero;Competitivo;Fuerzamental;Presion;5;4;2;2;2;3;17;18;Normal
626_1;#0626;Bouffalant;;Bouffalant;Inicial;Amateur;Normal;NA;Audaz;Herbivoro;Insonorizar;4;3;1;3;2;3;15;16;Suave
627_1;#0627;Rufflet;;Rufflet;B sico;Begginer;Normal;Volador;Vistalince;Potenciabruta;Entusiasmo;3;2;1;2;2;3;13;13;Suave
628_2;#0628;Braviary;Forma de Hisui;Rufflet;Evoluci¢n;Ace;Psiquico;Volador;Vistalince;Potenciabruta;Cromolente;3;2;4;2;2;4;20;17;Normal
628_1;#0628;Braviary;;Rufflet;Evoluci¢n;Pro;Normal;Volador;Vistalince;Potenciabruta;Competitivo;4;3;2;3;3;4;22;19;Normal
629_1;#0629;Vullaby;;Vullaby;B sico;Begginer;Siniestro;Volador;Sacapecho;Funda;Armadurafragil;2;3;1;2;2;3;13;13;Suave
630_1;#0630;Mandibuzz;;Vullaby;Evoluci¢n;Ace;Siniestro;Volador;Sacapecho;Funda;Armadurafragil;2;4;2;3;3;4;20;18;Normal
631_1;#0631;Heatmor;;Heatmor;Inicial;Amateur;Fuego;NA;Gula;Absorbefuego;Humoblanco;3;2;4;2;2;3;15;16;Normal
632_1;#0632;Durant;;Durant;Inicial;Ace;Bicho;Acero;Enjambre;Entusiasmo;Pereza;4;4;1;1;4;3;17;17;Rapido
633_1;#0633;Deino;;Deino;B sico;Begginer;Siniestro;Dragon;Entusiasmo;Entusiasmo;Entusiasmo;2;2;1;2;1;3;13;11;Suave
634_1;#0634;Zweilous;;Deino;Evoluci¢n;Amateur;Siniestro;Dragon;Entusiasmo;Entusiasmo;Entusiasmo;3;2;2;2;2;3;15;14;Suave
635_1;#0635;Hydreigon;;Deino;Avanzada;Pro;Siniestro;Dragon;Levitacion;Levitacion;Levitacion;4;3;5;3;3;3;19;21;Normal
636_1;#0636;Larvesta;;Larvesta;B sico;Amateur;Bicho;Fuego;Cuerpollama;Cuerpollama;Enjambre;3;2;2;2;2;3;15;14;Suave
637_1;#0637;Volcarona;;Larvesta;Avanzada;Pro;Bicho;Fuego;Cuerpollama;Cuerpollama;Enjambre;2;2;5;4;4;3;19;20;Rapido
638_1;#0638;Cobalion;;Cobalion;Legendario;Legend;Acero;Lucha;Justiciero;Justiciero;Justiciero;3;5;3;2;4;3;25;20;Rapido
639_1;#0639;Terrakion;;Terrakion;Legendario;Legend;Roca;Lucha;Justiciero;Justiciero;Justiciero;5;3;2;3;4;3;25;20;Rapido
640_1;#0640;Virizion;;Virizion;Legendario;Legend;Planta;Lucha;Justiciero;Justiciero;Justiciero;3;2;3;5;4;3;25;20;Rapido
641_1;#0641;Tornadus;Forma Avatar;Tornadus;Legendario;Legend;Volador;NA;Bromista;Bromista;Competitivo;4;2;5;3;4;3;25;21;Rapido
641_2;#0641;Tornadus;Forma Totem;Tornadus;Legendario;Legend;Volador;NA;Regeneracion;Regeneracion;Regeneracion;4;3;4;3;4;3;25;21;Rapido
642_1;#0642;Thundurus;Forma Avatar;Thundurus;Legendario;Legend;Electrico;Volador;Bromista;Bromista;Competitivo;4;2;5;3;4;3;25;21;Rapido
642_2;#0642;Thundurus;Forma Totem;Thundurus;Legendario;Legend;Electrico;Volador;Absorbeelectricidad;Absorbeelectricidad;Absorbeelectricidad;4;2;5;3;4;3;25;21;Rapido
643_1;#0643;Reshiram;;Reshiram;Legendario;Legend;Dragon;Fuego;Turbollama;Turbollama;Turbollama;4;4;6;4;3;4;28;25;Normal
644_1;#0644;Zekrom;;Zekrom;Legendario;Legend;Dragon;Electrico;Terravoltaje;Terravoltaje;Terravoltaje;6;4;4;4;3;4;28;25;Normal
645_2;#0645;Landorus;Forma Totem;Landorus;Legendario;Legend;Tierra;Volador;Intimidacion;Intimidacion;Intimidacion;5;3;4;3;3;3;25;21;Normal
645_1;#0645;Landorus;Forma Avatar;Landorus;Legendario;Legend;Tierra;Volador;Poderarena;Poderarena;Potenciabruta;5;3;4;3;4;3;25;22;Fugaz
646_1;#0646;Kyurem;Forma de Kyurem;Kyurem;Legendario;Legend;Dragon;Hielo;Presion;Presion;Presion;5;3;5;3;3;4;28;23;Normal
646_2;#0646;Kyurem;Kyurem Negro;Kyurem;Legendario;Legend;Dragon;Hielo;Terravoltaje;Terravoltaje;Terravoltaje;6;4;4;3;3;4;28;24;Normal
646_3;#0646;Kyurem;Kyurem Blanco;Kyurem;Legendario;Legend;Dragon;Hielo;Turbollama;Turbollama;Turbollama;4;3;6;4;3;4;28;24;Normal
647_1;#0647;Keldeo;Forma Habitual;Keldeo;Legendario;Legend;Agua;Lucha;Justiciero;Justiciero;Justiciero;2;3;5;3;4;3;25;20;Rapido
647_2;#0647;Keldeo;Forma Brio;Keldeo;Legendario;Legend;Agua;Lucha;Justiciero;Justiciero;Justiciero;2;3;5;3;4;3;25;20;Rapido
648_1;#0648;Meloetta;Forma Lirica;Meloetta;Legendario;Legend;Normal;Psiquico;Dicha;Dicha;Dicha;3;3;5;5;3;4;28;23;Normal
648_2;#0648;Meloetta;Forma Danza;Meloetta;Legendario;Legend;Normal;Lucha;Dicha;Dicha;Dicha;5;3;3;3;5;4;28;23;Fugaz
649_1;#0649;Genesect;;Genesect;Legendario;Legend;Bicho;Acero;Descarga;Descarga;Descarga;4;3;4;3;3;3;25;20;Normal
650_1;#0650;Chespin;;Chespin;B sico;Begginer;Planta;NA;Espesura;Espesura;Antibalas;2;2;1;1;1;3;13;10;Suave
651_1;#0651;Quilladin;;Chespin;Evoluci¢n;Amateur;Planta;NA;Espesura;Espesura;Antibalas;3;3;2;2;2;3;15;15;Suave
652_1;#0652;Chesnaught;;Chespin;Avanzada;Ace;Planta;Lucha;Espesura;Espesura;Antibalas;4;4;2;3;2;3;17;18;Normal
653_1;#0653;Fennekin;;Fennekin;B sico;Begginer;Fuego;NA;Marllamas;Marllamas;Prestidigitador;1;1;2;2;2;2;10;10;Suave
654_1;#0654;Braixen;;Fennekin;Evoluci¢n;Amateur;Fuego;NA;Marllamas;Marllamas;Prestidigitador;2;2;3;2;2;3;15;14;Normal
655_1;#0655;Delphox;;Fennekin;Avanzada;Pro;Fuego;Psiquico;Marllamas;Marllamas;Prestidigitador;2;2;4;4;4;3;19;19;Rapido
656_1;#0656;Froakie;;Froakie;B sico;Begginer;Agua;NA;Torrente;Torrente;Mutatipo;2;1;2;1;2;2;10;10;Normal
657_1;#0657;Frogadier;;Froakie;Evoluci¢n;Amateur;Agua;NA;Torrente;Torrente;Mutatipo;2;2;3;2;3;3;15;15;Normal
658_1;#0658;Greninja;;Froakie;Avanzada;Ace;Agua;Siniestro;Torrente;Torrente;Mutatipo;3;2;4;2;4;3;17;18;Rapido
658_2;#0658;Greninja;Greninja de Ash;Froakie;Avanzada;Ace;Agua;Siniestro;Fuerteafecto;Fuerteafecto;Fuerteafecto;3;2;4;2;4;3;17;18;Rapido
659_1;#0659;Bunnelby;;Bunnelby;B sico;Starter;Normal;NA;Recogida;Carrillo;Potencia;1;1;1;1;2;2;8;8;Suave
660_1;#0660;Diggersby;;Bunnelby;Evoluci¢n;Amateur;Normal;Tierra;Recogida;Carrillo;Potencia;2;3;2;3;3;3;15;16;Normal
661_1;#0661;Fletchling;;Fletchling;B sico;Starter;Normal;Volador;Sacapecho;Sacapecho;Alasvendaval;2;1;1;1;2;2;8;9;Suave
662_1;#0662;Fletchinder;;Fletchling;Evoluci¢n;Amateur;Fuego;Volador;Cuerpollama;Cuerpollama;Alasvendaval;2;2;2;2;3;3;15;14;Normal
663_1;#0663;Talonflame;;Fletchling;Avanzada;Ace;Fuego;Volador;Cuerpollama;Cuerpollama;Alasvendaval;3;2;2;2;5;3;17;17;Rapido
664_1;#0664;Scatterbug;;Scatterbug;B sico;Starter;Bicho;NA;Polvoescudo;Ojocompuesto;Compiescolta;1;1;1;1;1;2;8;7;Lento
665_1;#0665;Spewpa;;Scatterbug;Evoluci¢n;Starter;Bicho;NA;Mudar;Mudar;Mudar;1;2;1;1;1;2;8;8;Lento
666_1;#0666;Vivillon;Motivo Floral;Scatterbug;Avanzada;Amateur;Bicho;Volador;Polvoescudo;Ojocompuesto;Compiescolta;2;2;3;2;3;3;15;15;Normal
667_1;#0667;Litleo;;Litleo;B sico;Begginer;Fuego;Normal;Nerviosismo;Rivalidad;Autoestima;2;2;2;2;2;3;13;13;Normal
668_1;#0668;Pyroar;;Litleo;Evoluci¢n;Ace;Fuego;Normal;Nerviosismo;Rivalidad;Autoestima;2;2;4;2;4;3;17;17;Rapido
669_1;#0669;Flabebe;Flor Roja;Flabebe;B sico;Begginer;Hada;NA;Veloflor;Veloflor;Simbiosis;1;1;2;3;1;2;10;10;Suave
670_1;#0670;Floette;Flor Roja;Flabebe;Evoluci¢n;Begginer;Hada;NA;Veloflor;Veloflor;Simbiosis;1;1;3;3;2;3;13;13;Suave
670_2;#0670;Floette;Flor Eterna;Flabebe;Evoluci¢n;Pro;Hada;NA;Veloflor;Veloflor;Simbiosis;2;2;5;5;3;3;19;20;Normal
671_1;#0671;Florges;Flor Roja;Flabebe;Avanzada;Pro;Hada;NA;Veloflor;Veloflor;Simbiosis;2;2;4;6;3;3;19;20;Normal
672_1;#0672;Skiddo;;Skiddo;B sico;Begginer;Planta;NA;Herbivoro;Herbivoro;Mantofrondoso;2;1;2;2;2;3;13;12;Suave
673_1;#0673;Gogoat;;Skiddo;Evoluci¢n;Ace;Planta;NA;Herbivoro;Herbivoro;Mantofrondoso;4;2;3;3;2;4;20;18;Normal
674_1;#0674;Pancham;;Pancham;B sico;Begginer;Lucha;NA;Pu¤oferreo;Rompemoldes;Intrepido;3;2;1;1;1;3;13;11;Suave
675_1;#0675;Pangoro;;Pancham;Evoluci¢n;Amateur;Lucha;Siniestro;Pu¤oferreo;Rompemoldes;Intrepido;4;3;2;2;2;3;15;16;Suave
676_1;#0676;Furfrou;Forma Salvaje;Furfrou;Inicial;Ace;Normal;NA;Pelajerecio;Pelajerecio;Pelajerecio;3;2;2;3;4;3;17;17;Rapido
677_1;#0677;Espurr;;Espurr;B sico;Begginer;Psiquico;NA;Vistalince;Allanamiento;Ritmopropio;1;2;2;2;2;3;13;12;Normal
678_1;#0678;Meowstic;Macho;Espurr;Evoluci¢n;Ace;Psiquico;NA;Vistalince;Allanamiento;Bromista;1;3;3;3;4;3;17;17;Rapido
678_2;#0678;Meowstic;Hembra;Espurr;Evoluci¢n;Ace;Psiquico;NA;Vistalince;Allanamiento;Tenacidad;1;3;3;3;4;3;17;17;Rapido
679_1;#0679;Honedge;;Honedge;B sico;Begginer;Acero;Fantasma;Indefenso;Indefenso;Indefenso;3;4;1;1;1;2;10;12;Lento
680_1;#0680;Doublade;;Honedge;Evoluci¢n;Amateur;Acero;Fantasma;Indefenso;Indefenso;Indefenso;4;6;1;1;1;3;15;16;Lento
681_1;#0681;Aegislash;Forma Escudo;Honedge;Avanzada;Pro;Acero;Fantasma;Cambiotactico;Cambiotactico;Cambiotactico;2;5;2;5;2;3;19;19;Suave
681_2;#0681;Aegislash;Forma Filo;Honedge;Avanzada;Pro;Acero;Fantasma;Cambiotactico;Cambiotactico;Cambiotactico;5;2;5;2;2;3;19;19;Suave
682_1;#0682;Spritzee;;Spritzee;B sico;Begginer;Hada;NA;Almacura;Almacura;Veloaroma;2;2;2;2;1;3;13;12;Lento
683_1;#0683;Aromatisse;;Spritzee;Evoluci¢n;Amateur;Hada;NA;Almacura;Almacura;Veloaroma;2;2;3;3;1;4;18;15;Lento
684_1;#0684;Swirlix;;Swirlix;B sico;Begginer;Hada;NA;Velodulce;Velodulce;Liviano;1;2;2;2;1;3;13;11;Suave
685_1;#0685;Slurpuff;;Swirlix;Evoluci¢n;Ace;Hada;NA;Velodulce;Velodulce;Liviano;3;3;3;3;2;3;17;17;Normal
686_1;#0686;Inkay;;Inkay;B sico;Begginer;Siniestro;Psiquico;Respondon;Ventosas;Allanamiento;2;2;1;1;1;3;13;10;Suave
687_1;#0687;Malamar;;Inkay;Evoluci¢n;Amateur;Siniestro;Psiquico;Respondon;Ventosas;Allanamiento;3;3;2;3;2;3;15;16;Normal
688_1;#0688;Binacle;;Binacle;B sico;Begginer;Roca;Agua;Francotirador;Garradura;Hurto;2;2;1;2;2;2;10;11;Suave
689_1;#0689;Barbaracle;;Binacle;Evoluci¢n;Ace;Roca;Agua;Francotirador;Garradura;Hurto;4;4;2;3;2;3;17;18;Normal
690_1;#0690;Skrelp;;Skrelp;B sico;Begginer;Veneno;Agua;Puntotoxico;Toquetoxico;Adaptable;2;2;2;2;1;3;13;12;Lento
691_1;#0691;Dragalge;;Skrelp;Evoluci¢n;Ace;Veneno;Dragon;Puntotoxico;Toquetoxico;Adaptable;3;3;3;4;1;3;17;17;Suave
692_1;#0692;Clauncher;;Clauncher;B sico;Begginer;Agua;NA;Megadisparador;Megadisparador;Megadisparador;2;2;2;2;1;3;13;12;Suave
693_1;#0693;Clawitzer;;Clauncher;Evoluci¢n;Ace;Agua;NA;Megadisparador;Megadisparador;Megadisparador;2;3;4;3;2;3;17;17;Suave
694_1;#0694;Helioptile;;Helioptile;B sico;Starter;Electrico;Normal;Pielseca;Veloarena;Podersolar;1;1;2;1;2;2;8;9;Normal
695_1;#0695;Heliolisk;;Helioptile;Evoluci¢n;Ace;Electrico;Normal;Pielseca;Veloarena;Podersolar;2;2;4;3;4;3;17;18;Rapido
696_1;#0696;Tyrunt;;Tyrunt;B sico;Begginer;Roca;Dragon;Mandibulafuerte;Mandibulafuerte;Robustez;3;3;1;1;1;3;13;12;Suave
697_1;#0697;Tyrantrum;;Tyrunt;Evoluci¢n;Ace;Roca;Dragon;Mandibulafuerte;Mandibulafuerte;Cabezaroca;4;4;2;2;2;3;17;17;Normal
698_1;#0698;Amaura;;Amaura;B sico;Begginer;Roca;Hielo;Pielhelada;Pielhelada;Nevada;2;2;2;2;1;3;13;12;Suave
699_1;#0699;Aurorus;;Amaura;Evoluci¢n;Ace;Roca;Hielo;Pielhelada;Pielhelada;Nevada;3;2;3;3;2;4;20;17;Suave
700_1;#0700;Sylveon;;Eevee;Evoluci¢n;Ace;Hada;NA;Granencanto;Granencanto;Pielfeerica;2;2;4;5;2;3;17;18;Suave
701_1;#0701;Hawlucha;;Hawlucha;Inicial;Ace;Lucha;Volador;Flexibilidad;Liviano;Rompemoldes;3;3;2;2;4;3;17;17;Rapido
702_1;#0702;Dedenne;;Dedenne;Inicial;Amateur;Electrico;Hada;Carrillo;Recogida;Mas;2;2;3;2;4;3;15;16;Rapido
703_1;#0703;Carbink;;Carbink;Legendario;Legend;Roca;Hada;Cuerpopuro;Cuerpopuro;Robustez;2;6;2;6;2;3;25;21;Suave
704_1;#0704;Goomy;;Goomy;B sico;Begginer;Dragon;NA;Herbivoro;Hidratacion;Baba;2;1;2;3;1;2;10;11;Suave
705_1;#0705;Sliggoo;;Goomy;Evoluci¢n;Ace;Dragon;NA;Herbivoro;Hidratacion;Baba;3;2;3;4;2;3;17;17;Suave
705_2;#0705;Sliggoo;Forma de Hisui;Goomy;Evoluci¢n;Ace;Acero;Dragon;Herbivoro;Caparazon;Baba;3;3;3;4;1;3;17;17;Suave
706_1;#0706;Goodra;;Goomy;Avanzada;Pro;Dragon;NA;Herbivoro;Hidratacion;Baba;4;2;4;6;3;3;19;22;Normal
706_2;#0706;Goodra;Forma de Hisui;Goomy;Avanzada;Pro;Acero;Dragon;Herbivoro;Caparazon;Baba;4;4;4;6;2;3;19;23;Suave
707_1;#0707;Klefki;;Klefki;Inicial;Ace;Acero;Hada;Bromista;Bromista;Prestidigitador;3;3;3;3;3;3;17;18;Normal
708_1;#0708;Phantump;;Phantump;B sico;Begginer;Fantasma;Planta;Curanatural;Cacheo;Cosecha;2;1;2;2;1;2;10;10;Suave
709_1;#0709;Trevenant;;Phantump;Evoluci¢n;Ace;Fantasma;Planta;Curanatural;Cacheo;Cosecha;4;3;2;3;2;3;17;17;Suave
710_1;#0710;Pumpkaboo;Tama¤o Normal;Pumpkaboo;B sico;Begginer;Fantasma;Planta;Recogida;Cacheo;Insomnio;2;2;1;2;2;2;10;11;Suave
710_2;#0710;Pumpkaboo;Tama¤o Peque¤o;Pumpkaboo;B sico;Begginer;Fantasma;Planta;Recogida;Cacheo;Insomnio;2;2;1;2;2;2;10;11;Suave
710_3;#0710;Pumpkaboo;Tama¤o Grande;Pumpkaboo;B sico;Begginer;Fantasma;Planta;Recogida;Cacheo;Insomnio;2;2;1;2;1;3;13;11;Suave
710_4;#0710;Pumpkaboo;Tama¤o Extragrande;Pumpkaboo;B sico;Begginer;Fantasma;Planta;Recogida;Cacheo;Insomnio;2;2;1;2;1;3;13;11;Suave
711_3;#0711;Gourgeist;Tama¤o Grande;Pumpkaboo;Evoluci¢n;Ace;Fantasma;Planta;Recogida;Cacheo;Insomnio;3;4;2;3;2;3;17;17;Normal
711_1;#0711;Gourgeist;Tama¤o Normal;Pumpkaboo;Evoluci¢n;Ace;Fantasma;Planta;Recogida;Cacheo;Insomnio;3;4;2;3;3;3;17;18;Normal
711_2;#0711;Gourgeist;Tama¤o Peque¤o;Pumpkaboo;Evoluci¢n;Ace;Fantasma;Planta;Recogida;Cacheo;Insomnio;3;4;2;3;3;3;17;18;Normal
