ID;Ndex;Pokemon;Alternativo;Cadena;Etapa;Nivel;Tipo1;Tipo2;Habilidad_1;Habilidad_2;Habilidad_3;FUE;VIT;ENE;SAB;DES;CAR;PS_min;Total_min;Velocidad
0549_2;#0549;Lilligant;Hisui;Petilil;Evolucion;Master;Planta;Lucha;Clorofila;Entusiasmo;Defensahoja;4;3;2;3;4;3;19;19;Rapido
0550_1;#0550;Basculin;Forma Raya Roja;Basculin;Inicial;Amateur;Agua;Agua;Audaz;Adaptable;Rompemoldes;3;2;3;2;3;3;15;16;Normal
0550_2;#0550;Basculin;Forma Raya Azul;Basculin;Inicial;Amateur;Agua;Agua;Cabezaroca;Adaptable;Rompemoldes;3;2;3;2;3;3;15;16;Normal
0550_3;#0550;Basculin;Forma Raya Blanca;Basculin;Inicial;Amateur;Agua;Agua;Cobardia;Adaptable;Rompemoldes;3;2;3;2;3;3;15;16;Normal
0551_1;#0551;Sandile;Teselia;Sandile;Basico;Begginer;Tierra;Siniestro;Intimidacion;Autoestima;Irascible;2;1;1;1;2;3;13;10;Normal
0552_1;#0552;Krokorok;Teselia;Sandile;Evolucion;Begginer;Tierra;Siniestro;Intimidacion;Autoestima;Irascible;3;1;1;1;2;3;13;11;Normal
0553_1;#0553;Krookodile;Teselia;Sandile;Avanzada;Elite;Tierra;Siniestro;Intimidacion;Autoestima;Irascible;4;3;2;2;3;3;17;17;Normal
0554_1;#0554;Darumaka;Teselia;Darumaka;Basico;Begginer;Fuego;Fuego;Entusiasmo;Entusiasmo;Fuerzamental;3;1;1;1;2;3;13;11;Suave
0554_2;#0554;Darumaka;Galar;Darumaka;Basico;Begginer;Hielo;Hielo;Entusiasmo;Entusiasmo;Fuerzamental;3;1;1;1;2;3;13;11;Suave
0555_1;#0555;Darmanitan;Modo Normal;Darumaka;Avanzada;Elite;Fuego;Fuego;Potenciabruta;Potenciabruta;Mododaruma;5;2;1;2;3;4;20;17;Normal
0555_2;#0555;Darmanitan;Galar;Darumaka;Avanzada;Elite;Hielo;Hielo;Monotema;Monotema;Mododaruma;5;2;1;2;3;4;20;17;Normal
0555_3;#0555;Darmanitan;Modo Daruma;Darumaka;Avanzada;Master;Fuego;Psiquico;Mododaruma;Mododaruma;Mododaruma;1;4;5;4;2;4;22;20;Suave
0555_4;#0555;Darmanitan;Modo Daruma;Darumaka;Avanzada;Master;Hielo;Fuego;Mododaruma;Mododaruma;Mododaruma;6;2;1;2;5;4;22;20;Rapido
0556_1;#0556;Maractus;Teselia;Maractus;Inicial;Amateur;Planta;Planta;Absorbeagua;Clorofila;Colector;3;2;4;2;2;3;15;16;Suave
0557_1;#0557;Dwebble;Teselia;Dwebble;Basico;Begginer;Bicho;Roca;Caparazon;Robustez;Armadurafragil;2;3;1;1;2;3;13;12;Suave
0558_1;#0558;Crustle;Teselia;Dwebble;Evolucion;Elite;Bicho;Roca;Caparazon;Robustez;Armadurafragil;4;5;2;3;1;3;17;18;Suave
0559_1;#0559;Scraggy;Teselia;Scraggy;Basico;Begginer;Siniestro;Lucha;Autoestima;Mudar;Intimidacion;3;2;1;2;1;3;13;12;Suave
0560_1;#0560;Scrafty;Teselia;Scraggy;Evolucion;Elite;Siniestro;Lucha;Autoestima;Mudar;Intimidacion;3;4;1;4;2;3;17;17;Suave
0561_1;#0561;Sigilyph;Teselia;Sigilyph;Inicial;Elite;Psiquico;Volador;Pielmilagro;Muromagico;Cromolente;2;3;4;3;3;3;17;18;Normal
0562_1;#0562;Yamask;Teselia;Yamask;Basico;Begginer;Fantasma;Fantasma;Momia;Momia;Momia;1;3;2;2;1;2;10;11;Lento
0562_2;#0562;Yamask;Galar;Yamask;Basico;Begginer;Tierra;Fantasma;Almaerrante;Almaerrante;Almaerrante;2;3;1;2;1;2;10;11;Lento
0563_1;#0563;Cofagrigus;Teselia;Yamask;Evolucion;Elite;Fantasma;Fantasma;Momia;Momia;Momia;2;5;3;4;1;3;17;18;Lento
0564_1;#0564;Tirtouga;Teselia;Tirtouga;Basico;Amateur;Agua;Roca;Rocasolida;Robustez;Nadorapido;3;4;2;1;1;3;15;14;Lento
0565_1;#0565;Carracosta;Teselia;Tirtouga;Evolucion;Elite;Agua;Roca;Rocasolida;Robustez;Nadorapido;4;5;3;2;1;3;17;18;Lento
0566_1;#0566;Archen;Teselia;Archen;Basico;Begginer;Roca;Volador;Flaqueza;Flaqueza;Flaqueza;4;1;2;1;2;3;13;13;Normal
0567_1;#0567;Archeops;Teselia;Archen;Evolucion;Master;Roca;Volador;Flaqueza;Flaqueza;Flaqueza;5;2;4;2;4;3;19;20;Rapido
0568_1;#0568;Trubbish;Teselia;Trubbish;Basico;Begginer;Veneno;Veneno;Hedor;Viscosidad;Detonacion;2;2;1;2;2;3;13;12;Normal
0569_1;#0569;Garbodor;Teselia;Trubbish;Evolucion;Elite;Veneno;Veneno;Hedor;Armadurafragil;Detonacion;3;3;2;3;3;3;17;17;Normal
0570_1;#0570;Zorua;Teselia;Zorua;Basico;Begginer;Siniestro;Siniestro;Ilusion;Ilusion;Ilusion;2;1;3;1;2;2;10;11;Normal
0570_2;#0570;Zorua;Hisui;Zorua;Basico;Begginer;Normal;Fantasma;Ilusion;Ilusion;Ilusion;2;1;3;1;2;2;10;11;Normal
0571_1;#0571;Zoroark;Teselia;Zorua;Evolucion;Master;Siniestro;Siniestro;Ilusion;Ilusion;Ilusion;4;2;4;2;4;3;19;19;Rapido
0571_2;#0571;Zoroark;Hisui;Zorua;Evolucion;Master;Normal;Fantasma;Ilusion;Ilusion;Ilusion;4;2;4;2;4;3;19;19;Rapido
0572_1;#0572;Minccino;Teselia;Minccino;Basico;Begginer;Normal;Normal;Granencanto;Experto;Encadenado;2;1;1;1;3;3;13;11;Normal
0573_1;#0573;Cinccino;Teselia;Minccino;Evolucion;Amateur;Normal;Normal;Granencanto;Experto;Encadenado;3;2;2;2;4;3;15;16;Rapido
0574_1;#0574;Gothita;Teselia;Gothita;Basico;Begginer;Psiquico;Psiquico;Cacheo;Tenacidad;Sombratrampa;1;2;2;2;1;2;10;10;Suave
0575_1;#0575;Gothorita;Teselia;Gothita;Evolucion;Amateur;Psiquico;Psiquico;Cacheo;Tenacidad;Sombratrampa;1;2;3;3;2;3;15;14;Suave
0576_1;#0576;Gothitelle;Teselia;Gothita;Avanzada;Elite;Psiquico;Psiquico;Cacheo;Tenacidad;Sombratrampa;2;3;3;4;2;3;17;17;Normal
0577_1;#0577;Solosis;Teselia;Solosis;Basico;Begginer;Psiquico;Psiquico;Funda;Muromagico;Regeneracion;1;1;4;2;1;2;10;11;Lento
0578_1;#0578;Duosion;Teselia;Solosis;Evolucion;Amateur;Psiquico;Psiquico;Funda;Muromagico;Regeneracion;1;2;5;2;1;3;15;14;Lento
0579_1;#0579;Reuniclus;Teselia;Solosis;Avanzada;Elite;Psiquico;Psiquico;Funda;Muromagico;Regeneracion;2;3;5;3;1;4;20;18;Lento
0580_1;#0580;Ducklett;Teselia;Ducklett;Basico;Begginer;Agua;Volador;Vistalince;Sacapecho;Hidratacion;1;2;1;2;2;3;13;11;Suave
0581_1;#0581;Swanna;Teselia;Ducklett;Evolucion;Amateur;Agua;Volador;Vistalince;Sacapecho;Hidratacion;3;2;3;2;3;3;15;16;Normal
0582_1;#0582;Vanillite;Teselia;Vanillite;Basico;Begginer;Hielo;Hielo;Gelido;Mantoniveo;Armadurafragil;2;2;2;2;1;2;10;11;Suave
0583_1;#0583;Vanillish;Teselia;Vanillite;Evolucion;Amateur;Hielo;Hielo;Gelido;Mantoniveo;Armadurafragil;2;2;3;3;2;3;15;15;Suave
0584_1;#0584;Vanilluxe;Teselia;Vanillite;Avanzada;Master;Hielo;Hielo;Gelido;Nevada;Armadurafragil;3;3;4;3;3;3;19;19;Normal
0585_1;#0585;Deerling;Forma Primavera;Deerling;Basico;Begginer;Normal;Planta;Clorofila;Herbivoro;Dicha;2;2;1;2;3;3;13;13;Normal
0586_1;#0586;Sawsbuck;Forma Primavera;Deerling;Evolucion;Amateur;Normal;Planta;Clorofila;Herbivoro;Dicha;4;2;2;2;3;3;15;16;Normal
0587_1;#0587;Emolga;Teselia;Emolga;Inicial;Elite;Electrico;Volador;Electricidadestatica;Electricidadestatica;Electromotor;3;2;3;2;4;3;17;17;Rapido
0588_1;#0588;Karrablast;Teselia;Karrablast;Basico;Begginer;Bicho;Bicho;Enjambre;Mudar;Indefenso;3;1;1;1;2;3;13;11;Suave
0589_1;#0589;Escavalier;Teselia;Karrablast;Evolucion;Master;Bicho;Acero;Enjambre;Caparazon;Funda;5;4;2;4;1;3;19;19;Lento
0590_1;#0590;Foongus;Teselia;Foongus;Basico;Begginer;Planta;Veneno;Efectoespora;Efectoespora;Regeneracion;2;1;2;2;1;3;13;11;Lento
0591_1;#0591;Amoonguss;Teselia;Foongus;Evolucion;Amateur;Planta;Veneno;Efectoespora;Efectoespora;Regeneracion;3;2;3;3;1;4;18;16;Lento
0592_1;#0592;Frillish;Teselia;Frillish;Basico;Begginer;Agua;Fantasma;Absorbeagua;Cuerpomaldito;Humedad;1;2;2;3;1;3;13;12;Suave
0593_1;#0593;Jellicent;Teselia;Frillish;Evolucion;Elite;Agua;Fantasma;Absorbeagua;Cuerpomaldito;Humedad;2;2;3;4;2;4;20;17;Suave
0594_1;#0594;Alomomola;Teselia;Alomomola;Inicial;Amateur;Agua;Agua;Hidratacion;Almacura;Regeneracion;3;3;1;1;2;5;21;15;Normal
0595_1;#0595;Joltik;Teselia;Joltik;Basico;Begginer;Bicho;Electrico;Ojocompuesto;Nerviosismo;Enjambre;1;2;2;2;2;3;13;12;Normal
0596_1;#0596;Galvantula;Teselia;Joltik;Evolucion;Elite;Bicho;Electrico;Ojocompuesto;Nerviosismo;Enjambre;3;2;3;2;4;3;17;17;Rapido
0597_1;#0597;Ferroseed;Teselia;Ferroseed;Basico;Begginer;Planta;Acero;Puntaacero;Puntaacero;Puntaacero;2;3;1;3;1;2;10;12;Lento
0598_1;#0598;Ferrothorn;Teselia;Ferroseed;Evolucion;Elite;Planta;Acero;Puntaacero;Puntaacero;Anticipacion;3;5;2;4;1;3;17;18;Lento
0599_1;#0599;Klink;Teselia;Klink;Basico;Begginer;Acero;Acero;Mas;Menos;Cuerpopuro;2;2;1;2;1;2;10;10;Lento
0600_1;#0600;Klang;Teselia;Klink;Evolucion;Amateur;Acero;Acero;Mas;Menos;Cuerpopuro;3;3;2;3;2;3;15;16;Suave
0601_1;#0601;Klinklang;Teselia;Klink;Avanzada;Master;Acero;Acero;Mas;Menos;Cuerpopuro;4;4;2;3;3;3;19;19;Normal
0602_1;#0602;Tynamo;Teselia;Tynamo;Basico;Starter;Electrico;Electrico;Levitacion;Levitacion;Levitacion;2;1;1;1;2;2;8;9;Suave
0603_1;#0603;Eelektrik;Teselia;Tynamo;Evolucion;Amateur;Electrico;Electrico;Levitacion;Levitacion;Levitacion;3;2;3;2;1;3;15;14;Suave
0604_1;#0604;Eelektross;Teselia;Tynamo;Avanzada;Master;Electrico;Electrico;Levitacion;Levitacion;Levitacion;4;3;4;3;2;3;19;19;Suave
0605_1;#0605;Elgyem;Teselia;Elgyem;Basico;Begginer;Psiquico;Psiquico;Telepatia;Sincronia;Calculofinal;2;2;3;2;1;3;13;13;Lento
0606_1;#0606;Beheeyem;Teselia;Elgyem;Evolucion;Elite;Psiquico;Psiquico;Telepatia;Sincronia;Calculofinal;3;3;5;3;1;3;17;18;Suave
0607_1;#0607;Litwick;Teselia;Litwick;Basico;Begginer;Fantasma;Fuego;Absorbefuego;Cuerpollama;Allanamiento;1;2;2;2;1;3;13;11;Lento
0608_1;#0608;Lampent;Teselia;Litwick;Evolucion;Begginer;Fantasma;Fuego;Absorbefuego;Cuerpollama;Allanamiento;1;2;3;2;2;3;13;13;Suave
0609_1;#0609;Chandelure;Teselia;Litwick;Avanzada;Master;Fantasma;Fuego;Absorbefuego;Cuerpollama;Allanamiento;2;3;5;3;3;3;19;19;Normal
0610_1;#0610;Axew;Teselia;Axew;Basico;Begginer;Dragon;Dragon;Rivalidad;Rompemoldes;Nerviosismo;3;2;1;1;2;2;10;11;Suave
0611_1;#0611;Fraxure;Teselia;Axew;Evolucion;Amateur;Dragon;Dragon;Rivalidad;Rompemoldes;Nerviosismo;4;2;1;2;2;3;15;14;Normal
0612_1;#0612;Haxorus;Teselia;Axew;Avanzada;Elite;Dragon;Dragon;Rivalidad;Rompemoldes;Nerviosismo;5;3;2;2;3;3;17;18;Normal
0613_1;#0613;Cubchoo;Teselia;Cubchoo;Basico;Begginer;Hielo;Hielo;Mantoniveo;Quitanieves;Cobardia;2;1;2;1;1;3;13;10;Suave
0614_1;#0614;Beartic;Teselia;Cubchoo;Evolucion;Elite;Hielo;Hielo;Mantoniveo;Quitanieves;Nadorapido;5;3;2;3;2;3;17;18;Suave
0615_1;#0615;Cryogonal;Teselia;Cryogonal;Inicial;Master;Hielo;Hielo;Levitacion;Levitacion;Levitacion;2;2;3;5;4;3;19;19;Rapido
0616_1;#0616;Shelmet;Teselia;Shelmet;Basico;Begginer;Bicho;Bicho;Hidratacion;Caparazon;Funda;1;3;1;2;1;3;13;11;Lento
0617_1;#0617;Accelgor;Teselia;Shelmet;Evolucion;Elite;Bicho;Bicho;Hidratacion;Viscosidad;Liviano;2;1;4;2;5;3;17;17;Rapido
0618_1;#0618;Stunfisk;Teselia;Stunfisk;Inicial;Amateur;Tierra;Electrico;Electricidadestatica;Flexibilidad;Veloarena;2;3;3;3;1;4;18;16;Lento
0618_2;#0618;Stunfisk;Galar;Stunfisk;Inicial;Amateur;Tierra;Acero;Mimetismo;Mimetismo;Mimetismo;3;3;2;3;1;4;18;16;Lento
0619_1;#0619;Mienfoo;Teselia;Mienfoo;Basico;Begginer;Lucha;Lucha;Regeneracion;Fuerzamental;Audaz;3;2;2;2;2;2;10;13;Normal
0620_1;#0620;Mienshao;Teselia;Mienfoo;Evolucion;Master;Lucha;Lucha;Regeneracion;Fuerzamental;Audaz;5;2;3;2;4;3;19;19;Rapido
0621_1;#0621;Druddigon;Teselia;Druddigon;Inicial;Amateur;Dragon;Dragon;Pieltosca;Potenciabruta;Rompemoldes;4;3;2;3;1;3;15;16;Suave
0622_1;#0622;Golett;Teselia;Golett;Basico;Begginer;Tierra;Fantasma;Pu¤oferreo;Zoquete;Indefenso;2;2;1;2;1;3;13;11;Lento
0623_1;#0623;Golurk;Teselia;Golett;Evolucion;Elite;Tierra;Fantasma;Pu¤oferreo;Zoquete;Indefenso;4;3;2;3;2;3;17;17;Suave
0624_1;#0624;Pawniard;Teselia;Pawniard;Basico;Begginer;Siniestro;Acero;Competitivo;Fuerzamental;Presion;3;2;1;1;2;2;10;11;Suave
0625_1;#0625;Bisharp;Teselia;Pawniard;Evolucion;Elite;Siniestro;Acero;Competitivo;Fuerzamental;Presion;5;4;2;2;2;3;17;18;Normal
0626_1;#0626;Bouffalant;Teselia;Bouffalant;Inicial;Amateur;Normal;Normal;Audaz;Herbivoro;Insonorizar;4;3;1;3;2;3;15;16;Suave
0627_1;#0627;Rufflet;Teselia;Rufflet;Basico;Begginer;Normal;Volador;Vistalince;Potenciabruta;Entusiasmo;3;2;1;2;2;3;13;13;Suave
0628_1;#0628;Braviary;Hisui;Rufflet;Evolucion;Elite;Psiquico;Volador;Vistalince;Potenciabruta;Cromolente;3;2;4;2;2;4;20;17;Normal
0628_2;#0628;Braviary;Teselia;Rufflet;Evolucion;Master;Normal;Volador;Vistalince;Potenciabruta;Competitivo;4;3;2;3;3;4;22;19;Normal
0629_1;#0629;Vullaby;Teselia;Vullaby;Basico;Begginer;Siniestro;Volador;Sacapecho;Funda;Armadurafragil;2;3;1;2;2;3;13;13;Suave
0630_1;#0630;Mandibuzz;Teselia;Vullaby;Evolucion;Elite;Siniestro;Volador;Sacapecho;Funda;Armadurafragil;2;4;2;3;3;4;20;18;Normal
0631_1;#0631;Heatmor;Teselia;Heatmor;Inicial;Amateur;Fuego;Fuego;Gula;Absorbefuego;Humoblanco;3;2;4;2;2;3;15;16;Normal
0632_1;#0632;Durant;Teselia;Durant;Inicial;Elite;Bicho;Acero;Enjambre;Entusiasmo;Pereza;4;4;1;1;4;3;17;17;Rapido
0633_1;#0633;Deino;Teselia;Deino;Basico;Begginer;Siniestro;Dragon;Entusiasmo;Entusiasmo;Entusiasmo;2;2;1;2;1;3;13;11;Suave
0634_1;#0634;Zweilous;Teselia;Deino;Evolucion;Amateur;Siniestro;Dragon;Entusiasmo;Entusiasmo;Entusiasmo;3;2;2;2;2;3;15;14;Suave
0635_1;#0635;Hydreigon;Teselia;Deino;Avanzada;Master;Siniestro;Dragon;Levitacion;Levitacion;Levitacion;4;3;5;3;3;3;19;21;Normal
0636_1;#0636;Larvesta;Teselia;Larvesta;Basico;Amateur;Bicho;Fuego;Cuerpollama;Cuerpollama;Enjambre;3;2;2;2;2;3;15;14;Suave
0637_1;#0637;Volcarona;Teselia;Larvesta;Avanzada;Master;Bicho;Fuego;Cuerpollama;Cuerpollama;Enjambre;2;2;5;4;4;3;19;20;Rapido
0638_1;#0638;Cobalion;Teselia;Cobalion;Legendario;Legend;Acero;Lucha;Justiciero;Justiciero;Justiciero;3;5;3;2;4;3;25;20;Rapido
0639_1;#0639;Terrakion;Teselia;Terrakion;Legendario;Legend;Roca;Lucha;Justiciero;Justiciero;Justiciero;5;3;2;3;4;3;25;20;Rapido
0640_1;#0640;Virizion;Teselia;Virizion;Legendario;Legend;Planta;Lucha;Justiciero;Justiciero;Justiciero;3;2;3;5;4;3;25;20;Rapido
0641_1;#0641;Tornadus;Forma Avatar;Tornadus;Legendario;Legend;Volador;Volador;Bromista;Bromista;Competitivo;4;2;5;3;4;3;25;21;Rapido
0641_2;#0641;Tornadus;Forma Totem;Tornadus;Legendario;Legend;Volador;Volador;Regeneracion;Regeneracion;Regeneracion;4;3;4;3;4;3;25;21;Rapido
0642_1;#0642;Thundurus;Forma Avatar;Thundurus;Legendario;Legend;Electrico;Volador;Bromista;Bromista;Competitivo;4;2;5;3;4;3;25;21;Rapido
0642_2;#0642;Thundurus;Forma Totem;Thundurus;Legendario;Legend;Electrico;Volador;Absorbeelectricidad;Absorbeelectricidad;Absorbeelectricidad;4;2;5;3;4;3;25;21;Rapido
0643_1;#0643;Reshiram;Teselia;Reshiram;Legendario;Legend;Dragon;Fuego;Turbollama;Turbollama;Turbollama;4;4;6;4;3;4;28;25;Normal
0644_1;#0644;Zekrom;Teselia;Zekrom;Legendario;Legend;Dragon;Electrico;Terravoltaje;Terravoltaje;Terravoltaje;6;4;4;4;3;4;28;25;Normal
0645_1;#0645;Landorus;Forma Totem;Landorus;Legendario;Legend;Tierra;Volador;Intimidacion;Intimidacion;Intimidacion;5;3;4;3;3;3;25;21;Normal
0645_2;#0645;Landorus;Forma Avatar;Landorus;Legendario;Legend;Tierra;Volador;Poderarena;Poderarena;Potenciabruta;5;3;4;3;4;3;25;22;Fugaz
0646_1;#0646;Kyurem;Forma de Kyurem;Kyurem;Legendario;Legend;Dragon;Hielo;Presion;Presion;Presion;5;3;5;3;3;4;28;23;Normal
0646_2;#0646;Kyurem;Kyurem Negro;Kyurem;Legendario;Legend;Dragon;Hielo;Terravoltaje;Terravoltaje;Terravoltaje;6;4;4;3;3;4;28;24;Normal
0646_3;#0646;Kyurem;Kyurem Blanco;Kyurem;Legendario;Legend;Dragon;Hielo;Turbollama;Turbollama;Turbollama;4;3;6;4;3;4;28;24;Normal
0647_1;#0647;Keldeo;Forma Habitual;Keldeo;Legendario;Legend;Agua;Lucha;Justiciero;Justiciero;Justiciero;2;3;5;3;4;3;25;20;Rapido
0647_2;#0647;Keldeo;Forma Brio;Keldeo;Legendario;Legend;Agua;Lucha;Justiciero;Justiciero;Justiciero;2;3;5;3;4;3;25;20;Rapido
0648_1;#0648;Meloetta;Forma Lirica;Meloetta;Legendario;Legend;Normal;Psiquico;Dicha;Dicha;Dicha;3;3;5;5;3;4;28;23;Normal
0648_2;#0648;Meloetta;Forma Danza;Meloetta;Legendario;Legend;Normal;Lucha;Dicha;Dicha;Dicha;5;3;3;3;5;4;28;23;Fugaz
0649_1;#0649;Genesect;Teselia;Genesect;Legendario;Legend;Bicho;Acero;Descarga;Descarga;Descarga;4;3;4;3;3;3;25;20;Normal
0650_1;#0650;Chespin;Kalos;Chespin;Basico;Begginer;Planta;Planta;Espesura;Espesura;Antibalas;2;2;1;1;1;3;13;10;Suave
0651_1;#0651;Quilladin;Kalos;Chespin;Evolucion;Amateur;Planta;Planta;Espesura;Espesura;Antibalas;3;3;2;2;2;3;15;15;Suave
0652_1;#0652;Chesnaught;Kalos;Chespin;Avanzada;Elite;Planta;Lucha;Espesura;Espesura;Antibalas;4;4;2;3;2;3;17;18;Normal
0653_1;#0653;Fennekin;Kalos;Fennekin;Basico;Begginer;Fuego;Fuego;Marllamas;Marllamas;Prestidigitador;1;1;2;2;2;2;10;10;Suave
0654_1;#0654;Braixen;Kalos;Fennekin;Evolucion;Amateur;Fuego;Fuego;Marllamas;Marllamas;Prestidigitador;2;2;3;2;2;3;15;14;Normal
0655_1;#0655;Delphox;Kalos;Fennekin;Avanzada;Master;Fuego;Psiquico;Marllamas;Marllamas;Prestidigitador;2;2;4;4;4;3;19;19;Rapido
0656_1;#0656;Froakie;Kalos;Froakie;Basico;Begginer;Agua;Agua;Torrente;Torrente;Mutatipo;2;1;2;1;2;2;10;10;Normal
0657_1;#0657;Frogadier;Kalos;Froakie;Evolucion;Amateur;Agua;Agua;Torrente;Torrente;Mutatipo;2;2;3;2;3;3;15;15;Normal
0658_1;#0658;Greninja;Kalos;Froakie;Avanzada;Elite;Agua;Siniestro;Torrente;Torrente;Mutatipo;3;2;4;2;4;3;17;18;Rapido
0658_2;#0658;Greninja;Greninja de Ash;Froakie;Avanzada;Elite;Agua;Siniestro;Fuerteafecto;Fuerteafecto;Fuerteafecto;3;2;4;2;4;3;17;18;Rapido
0659_1;#0659;Bunnelby;Kalos;Bunnelby;Basico;Starter;Normal;Normal;Recogida;Carrillo;Potencia;1;1;1;1;2;2;8;8;Suave
0660_1;#0660;Diggersby;Kalos;Bunnelby;Evolucion;Amateur;Normal;Tierra;Recogida;Carrillo;Potencia;2;3;2;3;3;3;15;16;Normal
0661_1;#0661;Fletchling;Kalos;Fletchling;Basico;Starter;Normal;Volador;Sacapecho;Sacapecho;Alasvendaval;2;1;1;1;2;2;8;9;Suave
0662_1;#0662;Fletchinder;Kalos;Fletchling;Evolucion;Amateur;Fuego;Volador;Cuerpollama;Cuerpollama;Alasvendaval;2;2;2;2;3;3;15;14;Normal
0663_1;#0663;Talonflame;Kalos;Fletchling;Avanzada;Elite;Fuego;Volador;Cuerpollama;Cuerpollama;Alasvendaval;3;2;2;2;5;3;17;17;Rapido
0664_1;#0664;Scatterbug;Kalos;Scatterbug;Basico;Starter;Bicho;Bicho;Polvoescudo;Ojocompuesto;Compiescolta;1;1;1;1;1;2;8;7;Lento
0665_1;#0665;Spewpa;Kalos;Scatterbug;Evolucion;Starter;Bicho;Bicho;Mudar;Mudar;Mudar;1;2;1;1;1;2;8;8;Lento
0666_1;#0666;Vivillon;Motivo Floral;Scatterbug;Avanzada;Amateur;Bicho;Volador;Polvoescudo;Ojocompuesto;Compiescolta;2;2;3;2;3;3;15;15;Normal
0667_1;#0667;Litleo;Kalos;Litleo;Basico;Begginer;Fuego;Normal;Nerviosismo;Rivalidad;Autoestima;2;2;2;2;2;3;13;13;Normal
0668_1;#0668;Pyroar;Kalos;Litleo;Evolucion;Elite;Fuego;Normal;Nerviosismo;Rivalidad;Autoestima;2;2;4;2;4;3;17;17;Rapido
0669_1;#0669;Flabebe;Flor Roja;Flabebe;Basico;Begginer;Hada;Hada;Veloflor;Veloflor;Simbiosis;1;1;2;3;1;2;10;10;Suave
0670_1;#0670;Floette;Flor Roja;Flabebe;Evolucion;Begginer;Hada;Hada;Veloflor;Veloflor;Simbiosis;1;1;3;3;2;3;13;13;Suave
0670_2;#0670;Floette;Flor Eterna;Flabebe;Evolucion;Master;Hada;Hada;Veloflor;Veloflor;Simbiosis;2;2;5;5;3;3;19;20;Normal
0671_1;#0671;Florges;Flor Roja;Flabebe;Avanzada;Master;Hada;Hada;Veloflor;Veloflor;Simbiosis;2;2;4;6;3;3;19;20;Normal
0672_1;#0672;Skiddo;Kalos;Skiddo;Basico;Begginer;Planta;Planta;Herbivoro;Herbivoro;Mantofrondoso;2;1;2;2;2;3;13;12;Suave
0673_1;#0673;Gogoat;Kalos;Skiddo;Evolucion;Elite;Planta;Planta;Herbivoro;Herbivoro;Mantofrondoso;4;2;3;3;2;4;20;18;Normal
0674_1;#0674;Pancham;Kalos;Pancham;Basico;Begginer;Lucha;Lucha;Pu¤oferreo;Rompemoldes;Intrepido;3;2;1;1;1;3;13;11;Suave
0675_1;#0675;Pangoro;Kalos;Pancham;Evolucion;Amateur;Lucha;Siniestro;Pu¤oferreo;Rompemoldes;Intrepido;4;3;2;2;2;3;15;16;Suave
0676_1;#0676;Furfrou;Forma Salvaje;Furfrou;Inicial;Elite;Normal;Normal;Pelajerecio;Pelajerecio;Pelajerecio;3;2;2;3;4;3;17;17;Rapido
0677_1;#0677;Espurr;Kalos;Espurr;Basico;Begginer;Psiquico;Psiquico;Vistalince;Allanamiento;Ritmopropio;1;2;2;2;2;3;13;12;Normal
0678_1;#0678;Meowstic;Macho;Espurr;Evolucion;Elite;Psiquico;Psiquico;Vistalince;Allanamiento;Bromista;1;3;3;3;4;3;17;17;Rapido
0678_2;#0678;Meowstic;Hembra;Espurr;Evolucion;Elite;Psiquico;Psiquico;Vistalince;Allanamiento;Tenacidad;1;3;3;3;4;3;17;17;Rapido
0679_1;#0679;Honedge;Kalos;Honedge;Basico;Begginer;Acero;Fantasma;Indefenso;Indefenso;Indefenso;3;4;1;1;1;2;10;12;Lento
0680_1;#0680;Doublade;Kalos;Honedge;Evolucion;Amateur;Acero;Fantasma;Indefenso;Indefenso;Indefenso;4;6;1;1;1;3;15;16;Lento
0681_1;#0681;Aegislash;Forma Escudo;Honedge;Avanzada;Master;Acero;Fantasma;Cambiotactico;Cambiotactico;Cambiotactico;2;5;2;5;2;3;19;19;Suave
0681_2;#0681;Aegislash;Forma Filo;Honedge;Avanzada;Master;Acero;Fantasma;Cambiotactico;Cambiotactico;Cambiotactico;5;2;5;2;2;3;19;19;Suave
0682_1;#0682;Spritzee;Kalos;Spritzee;Basico;Begginer;Hada;Hada;Almacura;Almacura;Veloaroma;2;2;2;2;1;3;13;12;Lento
0683_1;#0683;Aromatisse;Kalos;Spritzee;Evolucion;Amateur;Hada;Hada;Almacura;Almacura;Veloaroma;2;2;3;3;1;4;18;15;Lento
0684_1;#0684;Swirlix;Kalos;Swirlix;Basico;Begginer;Hada;Hada;Velodulce;Velodulce;Liviano;1;2;2;2;1;3;13;11;Suave
0685_1;#0685;Slurpuff;Kalos;Swirlix;Evolucion;Elite;Hada;Hada;Velodulce;Velodulce;Liviano;3;3;3;3;2;3;17;17;Normal
0686_1;#0686;Inkay;Kalos;Inkay;Basico;Begginer;Siniestro;Psiquico;Respondon;Ventosas;Allanamiento;2;2;1;1;1;3;13;10;Suave
0687_1;#0687;Malamar;Kalos;Inkay;Evolucion;Amateur;Siniestro;Psiquico;Respondon;Ventosas;Allanamiento;3;3;2;3;2;3;15;16;Normal
0688_1;#0688;Binacle;Kalos;Binacle;Basico;Begginer;Roca;Agua;Francotirador;Garradura;Hurto;2;2;1;2;2;2;10;11;Suave
0689_1;#0689;Barbaracle;Kalos;Binacle;Evolucion;Elite;Roca;Agua;Francotirador;Garradura;Hurto;4;4;2;3;2;3;17;18;Normal
