ID;Movimiento;Tipo;DMG;PP;Tiempo;Atributo;Habilidad;Acc;Efecto;Efecto RPG;CD;Base;Blanco;Prioridad;Distancia;Categoria;Nivel;Moves
M0103;Rodillo de Puas;Bicho;DB + 1d6 + 1;1 PP;2 Acciones;Destreza;Combatir;1;30% de hacer retroceder al rival. Golpea a Pokemon que han usado Reduccion con el doble de poder base e ignorando su Evasion.;"CD 14 de causar Retroceso. Siempre es Critico si el objetivo ha usado Reduccion.
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Retroceso;02 Amateur [A];Steamroller
M0104;Telaraña;Bicho;-;1 PP;1 Accion;Sabiduria;Sigilo;0;Impide al rival ser intercambiado, salvo usando Relevo, Ida y Vuelta, Voltiocambio o ultima Palabra, o si tiene Muda Concha o Boton Escape.;"Esparce seda en el campo con CD igual a la precision obtenida, las cuales causan 1 de Dmg de tipo Bicho al moverse sobre ellas sin evitarlas. Adicionalmente, lanza una CD 10  para bloquear al blanco.
/r [[1d3]]";;Otros;Campo;0;Campo (50 ft);"¤; Trampa; Prision";02 Amateur [A];Spider Web
M0105;Telatrampa;Bicho;-;4 PP;Reaccion;Vitalidad;Atletismo;0;Evita todo da¤o directo y efectos de movimientos del rival. Su precision se reduce con cada uso consecutivo. Reduce un nivel la Velocidad del Pokemon que intente tocarlo.;Evita todo Dmg directo y efectos de movimientos del rival. Si el movimiento bloqueado era de contacto, Reduce -1 DES del rival;;Otros;Usuario;4;Propio;Escudo;04 Master [M];Silk Trap
M0106;Tijera X;Bicho;DB + 1d8;1 Ronda;2 Acciones;Fuerza;Combatir;1;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);Corte;02 Amateur [A];X-Scissor
M0107;Viento Plata;Bicho;DB + 1d6 + 1;2 Rondas;2 Acciones;Destreza;Canalizar;1;10% de aumentar un nivel el Ataque, la Defensa, la Velocidad, el Ataque Especial y la Defensa Especial al usuario.;"CD 18 de Aumentar +1 a los Atributos
/r [[1d20]]";CD 18;Especial;Elegido;0;Cono (15 ft);-;02 Amateur [A];Silver Wind
M0108;Zumbido;Bicho;DB + 2d4;1 Ronda;2 Acciones;Energia;Presentar;1;10% de reducir un nivel la Defensa Especial al rival.;"CD 18 de Reducir -1 SAB
/r [[1d20]]";CD 18;Especial;Elegido;0;Lanzar (25 ft);Sonido;02 Amateur [A];Bug Buzz
M0109;Asalto Espadon;Dragon;DB + 2d6;1 cada 3 Rondas;;Destreza;Combate;+1;Los ataques del rival causan el doble de daño y no pueden fallar durante el siguiente turno.;;;Fisico;Elegido;0;Contacto;-;Ace;Glaive Rush
M0110;Bramido Dragon;Dragon;-;1 Ronda;2 Acciones;Carisma;Presentar;0;Aumenta la probabilidad de que el Pokemon aliado haga Golpe Critico (en mayor medida si es de tipo Dragon).;Reduce el valor de critico en 1 (2 si es de Tipo Dragon) para todos los movimientos del blanco 2 Rondas;;Otros;Equipo;0;Cono (15 ft);Sonido;02 Amateur [A];Dragon Cheer
M0111;Cañon Dinamax;Dragon;DB + 1d6 + 2;1 cada 3 Rondas;;Energia;Canalizar;+1;El daño se duplica si el objetivo esta en Forma Dinamax.;;;Especial;Elegido;0;Rango;¤;Ace;Dynamax Cannon
M0112;Carga Dragon;Dragon;DB + 1d6 + 2;1 Ronda;2 Acciones;Destreza;Combatir;-3;20% de hacer retroceder al rival. Golpea a Pokemon que han usado Reduccion con el doble de poder base e ignorando su Evasion.;" CD 16 de causar Retroceso. Siempre es Critico si el objetivo ha usado Reduccion.
/r [[1d20]]";CD 16;Fisico;Elegido;0;Contacto (5ft);Retroceso;03 Elite [E];Dragon Rush
M0113;Ciclon;Dragon;DB + 1d4 + 1;1 PP;2 Acciones;Destreza;Canalizar;1;20% de hacer retroceder al rival. Golpea a Pokemon en mitad de un Vuelo, Bote o Caida Libre con el doble de poder base.;"CD 16 de causar Retroceso
/r [[1d20]]";CD 16;Especial;Oponentes;0;Area (10ft);Retroceso;01 Begginer [B];Twister
M0114;Cola Dragon;Dragon;DB + 1d6 + 1;1 PP;2 Acciones;Fuerza;Combatir;-1;Provoca el intercambio del Pokemon objetivo por el siguiente de su equipo en orden. Termina las batallas contra Pokemon salvajes.;Cualquier objetivo en rango es empujado 40 pies, y se reduce 5 pies por VIT del objetivo.;;Fisico;Area;-3;Cono (15 ft);-;01 Beginner [B];Dragon Tail
M0115;Cometa Draco;Dragon;DB + 2d6;1 cada 3 Rondas;;Energia;Canalizar;-1;100% de reducir dos niveles el Ataque Especial al usuario.;;;Especial;Elegido;0;Rango;Letal;Ace;Draco Meteor
M0116;Corte Vacio;Dragon;DB + 1d6 + 2;2 Rondas;2 Acciones;Energia;Lanzar;0;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;;Especial;Elegido;0;Larga (40 ft);Preciso;02 Amateur [A];Spacial Rend
M0117;Danza Dragon;Dragon;-;1 PP;2 Acciones;Carisma;Presentar;0;Aumenta un nivel el Ataque y la Velocidad al usuario.;Aumenta +1 FUE y DES;;Otros;Usuario;0;Propio;Danza;02 Amateur [A];Dragon Dance
M0118;Distorsion;Dragon;DB + 3d4;1 cada 3 Rondas;;Energia;Canalizar;-1;Impide al usuario usar un movimiento o ser intercambiado en el siguiente turno.;;;Especial;Elegido;0;Rango;Letal;Pro;Roar of Time
M0119;Dracoenergia;Dragon;DB + 3d4;1 cada 3 Rondas;;Energia;Canalizar;+1;El poder de este movimiento sera mayor cuanto mayor el PS del usuario. El daño sera: 150 x ( PS actual / PS total ).;;;Especial;Oponentes;0;Area;Letal;Ace;Dragon Energy
M0120;Dracoflechas;Dragon;DB + 1d6;1 Ronda;1 Accion;Destreza;Lanzar;-3;Golpea 2 veces seguidas. Si hay dos objetivos, golpea 1 vez a cada uno de ellos.;Puede usarse hasta 2 veces por Ronda;;Fisico;Elegido;0;Larga (40 ft);Recurrente;03 Elite [E];Dragon Darts
M0121;Dragoaliento;Dragon;DB + 1d6 + 1;1 PP;2 Acciones;Destreza;Canalizar;1;30% de paralizar al rival.;"CD 14 de Paralizar al rival
/r [[1d20]]";CD 14;Especial;Elegido;0;Linear (20 ft);Paralisis;01 Beginner [B];Dragon Breath
M0122;Enfado;Dragon;DB + 2d6;1 cada 2 Rondas;;Fuerza;Combate;+1;El usuario golpea con este ataque durante 2 o 3 turnos sin poder ser intercambiado, tras lo cual pasa a estar confundido.;;;Fisico;Aleatorio;0;Contacto;-;Ace;Outrage
M0123;Estruendo Escama;Dragon;-;1 cada 3 Rondas;;Carisma;Artes;-;Aumenta un nivel el Ataque, la Defensa, la Velocidad, el Ataque Especial y la Defensa Especial al usuario, que pierde un 33% de su PS maximo.;;;Otros;Usuario;0;-;Sonido;Ace;Clangorous Soul
M0124;Fragor Escamas;Dragon;DB + 1d6 + 2;1 cada 3 Rondas;;Destreza;Artes;+1;100% de reducir un nivel la Defensa al usuario.;;;Especial;Oponentes;0;Area;Sonido;Ace;Clanging Scales
M0125;Furia Dragon;Dragon;2;1 Ronda;2 Acciones;Energia;Canalizar;1;Causa un da¤o de 40 PS al Pokemon rival.;El movimiento hiere directamente al rival ignorando Defensas, aplica Debilidad o Resistencia;;Especial;Elegido;0;Cono (15 ft);-;00 Starter [S];Dragon Rage
M0126;Garra Dragon;Dragon;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;1;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Dragon Claw
M0127;Golpe Bis;Dragon;DB + 1d4;1 Ronda;1 Accion;Destreza;Combatir;-1;Golpea 2 veces seguidas.;Puede usarse hasta 2 veces por Ronda;;Fisico;Elegido;0;Contacto (5ft);Recurrente;02 Amateur [A];Dual Chop
M0128;Laser Veleidoso;Dragon;DB + 1d8;1 cada 3 Rondas;;Destreza;Canalizar;+1;El poder base se duplica en un 30% de los casos.;;;Especial;Elegido;0;Rango;-;Ace;Fickle Beam
M0129;Martillo Dragon;Dragon;DB + 2d4;1 Ronda;2 Acciones;Fuerza;Combatir;1;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Dragon Hammer
M0130;Nucleo Castigo;Dragon;DB + 1d6 + 2;1 cada 2 Rondas;;Energia;Canalizar;+1;Si el Pokemon rival ya ha usado un movimiento este turno, cancela el efecto de su habilidad mientras no sea intercambiado.;;;Especial;Elegido;0;Rango;-;Pro;Core Enforcer
M0131;Oido Cocina;Dragon;DB + 1d8;1 cada 2 Rondas;;Destreza;Empatia;+1;Si el usuario tiene un Tatsugiri en su boca, aumenta un nivel su Ataque (Tatsugiri Forma Curvada), Defensa (Tatsugiri Forma Recta) o Velocidad (Tatsugiri Forma Languida).;;;Fisico;Elegido;0;Rango;-;Ace;Order Up
M0132;Pulso Dragon;Dragon;DB + 2d4;1 Ronda;2 Acciones;Energia;Lanzar;1;Ninguno.;-;;Especial;Area;0;Linear (20 ft);Pulso;02 Amateur [A];Dragon Pulse
M0133;Rafaga Escamas;Dragon;DB + 1d4;1 Ronda;1 Accion;Destreza;Lanzar;-2;Golpea de 2 a 5 veces seguidas. Aumenta un nivel la Velocidad al usuario, pero reduce un nivel su Defensa.;"Puede usarse consecutivamente; Aumenta +1 DES y Reduce -1 VIT del Usuario. Falla si la VIT es 0";;Fisico;Elegido;0;Lanzar (25 ft);Recurrente;02 Amateur [A];Scale Shot
M0134;Rayo Infinito;Dragon;DB + 3d4;1 cada 3 Rondas;;Energia;Canalizar;-1;Impide al usuario usar un movimiento o ser intercambiado en el siguiente turno.;;;Especial;Elegido;0;Rango;Letal;Pro;Eternabeam
M0135;Vasto Impacto;Dragon;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Combatir;1;100% de reducir un nivel el Ataque al rival.;Reduce -1 Fue;;Fisico;Oponentes;0;Cono (15 ft);-;03 Elite [E];Breaking Swipe
M0136;Alto Voltaje;Electrico;DB + 1d8;1/Ronda;;Destreza;Canalizar;+1;El poder base se duplica si hay un campo electrico.;;;Especial;Elegido;0;Rango;-;Amateur;Rising Voltage
M0137;Amplificador;Electrico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Presentar;1;Golpea con sonido a todos los Pokemon rivales en combates dobles.; Puede gastar una tercera accion para ampliar el area de efecto hasta 15 ft.;;Especial;Oponentes;0;Area (10ft);Sonido;02 Amateur [A];Overdrive
M0138;Ataque Fulgor;Electrico;DB + 2d6;2 Rondas;2 Acciones;Fuerza;Combatir;-2;20% de paralizar al rival.;"CD 16 de Paralizar al rival
/r [[1d20]]";CD 16;Fisico;Elegido;0;Contacto (5ft);Paralisis;05 Legend [L];Bolt Strike
M0139;Aura Magnetica;Electrico;-;1/Ronda;;Sabiduria;Naturaleza;-;Aumenta un nivel la Defensa y la Defensa Especial al usuario y sus aliados con la habilidad Mas o Menos.;;;Otros;Equipo;0;-;-;Starter;Magnetic Flux
M0140;Bola Voltio;Electrico;Xd4;1 Ronda;2 Acciones;Destreza;Lanzar;1;El poder base de este movimiento es mayor cuanto mas rapido el usuario frente al rival, y varia entre 60 y 150.;El Dmg de este movimiento aumenta 1d4 por cada punto de DES adicional del Usuario contra la DES del Blanco  (Max 5d4);;Especial;Elegido;0;Lanzar (25 ft);"Proyectil; Creciente";02 Amateur [A];Electro Ball
M0141;Campo Electrico;Electrico;-;1 cada 2 Rondas;;Sabiduria;Naturaleza;-;Crea un campo electrico durante 5 turnos. Los Pokemon en el suelo no pueden ser dormidos.;;;Otros;Campo;0;-;-;Amateur;Electric Terrain
M0142;Carga;Electrico;-;1/Ronda;;Sabiduria;Naturaleza;-;El movimiento de tipo Electrico que el usuario use el siguiente turno vera su poder base duplicado. Aumenta un nivel la Defensa Especial al usuario.;;;Otros;Usuario;0;-;-;Starter;Charge
M0143;Carga Parabola;Electrico;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Empatia;1;El usuario recupera PS equivalente a la mitad del da¤o causado.;El usuario recupera PS equivalente a la mitad del Dmg causado.;;Especial;Area;0;Cono (15 ft);Drenaje;03 Elite [E];Parabolic Charge
M0144;Chispa;Electrico;DB + 1d6 + 1;1 PP;2 Acciones;Destreza;Canalizar;1;30% de paralizar al rival.;"CD 14 de Paralizar al rivar
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Paralisis;01 Beginner [B];Spark
M0145;Chispazo;Electrico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Canalizar;1;30% de paralizar al rival.;"CD 14 de Paralizar al rival
/r [[1d20]]";CD 14;Especial;Area;0;Area (10ft);Paralisis;02 Amateur [A];Discharge
M0146;Colmillo Rayo;Electrico;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Combatir;0;10% de paralizar al rival y 10% de hacer retroceder al rival. Ambos efectos son independientes y pueden ocurrir a la vez.;"CD 18 de Paralizar al rival y otro para causar Retroceso
/r [[1d20]] + [[1d20]]";CD 18;Fisico;Elegido;0;Contacto (5ft);"Mordisco; Paralisis; Retroceso";01 Beginner [B];Thunder Fang
M0147;Cortina Plasma;Electrico;-;1/Ronda;;Sabiduria;Naturaleza;-;Los movimientos de tipo Normal pasan a ser de tipo Electrico.;;;Otros;Campo;2;-;-;Amateur;Ion Deluge
M0148;Electormenta;Electrico;DB + 1d6 + 2;1 Ronda;2 Acciones;Energia;Naturaleza;-2;20% de paralizar al rival. En Llovizna no falla.;"CD 16 de Paralizar al rival; Si el clima es lluvia Aumenta +6 ACC, en otro clima Reduce -2 Acc
/r [[1d20]]";CD 16;Especial;Elegido;0;Lanzar (25 ft);"Paralisis; Clima";05 Legend [L];Wildbolt Storm
M0149;Electrificacion;Electrico;-;1/Ronda;;Sabiduria;Naturaleza;-;Si el Pokemon objetivo aun no ha realizado su movimiento en el mismo turno, dicho movimiento se vuelve de tipo Electrico.;;;Otros;Elegido;0;-;-;Starter;Electrify
M0150;Electrocañon;Electrico;DB + 2d6;2 Rondas;2 Acciones;Destreza;Lanzar;-3;100% de paralizar al rival.; Paraliza al Rival.;;Especial;Elegido;0;Larga (40 ft);"¤; Proyectil; Paralisis";04 Master [M];Zap Cannon
M0151;Electroderrape;Electrico;DB + 1d6 + 2;1 cada 3 Rondas;;Destreza;Combate;+1;Causa un 30% mas de daño si es muy eficaz contra el objetivo.;;;Especial;Elegido;0;Contacto;-;Pro;Electro Drift
M0152;Electrojaula;Electrico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Canalizar;-1;El Pokemon rival permanece atrapado de 4 a 5 turnos, recibiendo un da¤o del 12.5% del PS cada turno.; Bloquea al Blanco. Inflige 1 de Dmg al final de la Ronda;;Especial;Elegido;0;Lanzar (25 ft);Prision;05 Legend [L];Thunder Cage
M0153;Electropalmas;Electrico;DB + 2d6;1 cada 3 Rondas;;Destreza;Combate;+1;El usuario pierde su tipo Electrico (si lo tiene), con lo que ello afecta a sus inmunidades, debilidades y resistencias.;;;Fisico;Elegido;0;Contacto;-;Ace;Double Shock
M0154;Electropico;Electrico;DB + 2d4;1 cada 2 Rondas;;Destreza;Combate;+1;El poder base se duplica si el usuario ataca antes que el Pokemon objetivo.;;;Fisico;Elegido;0;Contacto;-;Ace;Bolt Beak
M0155;Electropunzada;Electrico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;1;30% de hacer retroceder al rival.;"CD 14 de causar Retroceso
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Retroceso;02 Amateur [A];Zing Zap
M0156;Electrorrayo;Electrico;DB + 2d6;1 cada 2 Rondas;;Energia;Canalizar;+1;Precisa un turno de carga en el que aumenta un nivel el Ataque Especial al usuario, salvo en Llovizna.;;;Especial;Elegido;0;Rango;-;Ace;Electro Shot
M0157;Electrotela;Electrico;DB + 1d6;1 cada 2 Rondas;;Destreza;Canalizar;;Baja un nivel la Velocidad al rival.;;;Especial;Oponentes;0;Area;-;Begginer;Electroweb
M0158;Impactrueno;Electrico;DB + 1d4 + 1;1 PP;2 Acciones;Destreza;Canalizar;1;10% de paralizar al rival.;"CD 18 de Paralizar al rival.
/r [[1d20]]";CD 18;Especial;Elegido;0;Lanzar (25 ft);Paralisis;01 Begginer [B];Thunder Shock
M0159;Leviton;Electrico;-;1 cada 2 Rondas;;Sabiduria;Naturaleza;-;El usuario es inmune a los ataques de tipo Tierra durante 5 turnos.;;;Otros;Usuario;0;-;-;Amateur;Magnet Rise
M0160;Moflete Estatico;Electrico;DB + 1d4;1/Ronda;2 Acciones;Destreza;Combate;+1;100% de paralizar al rival.;;;Fisico;Elegido;0;Contacto;-;01 Begginer [B];Nuzzle
M0161;Onda Anomala;Electrico;-;1 cada 2 Rondas;;Sabiduria;Naturaleza;+1;Baja dos niveles el Ataque Especial al rival.;;;Otros;Elegido;0;-;-;Starter;Eerie Impulse
M0162;Onda Trueno;Electrico;-;1 PP;2 Acciones;Sabiduria;Naturaleza;-1;Provoca Paralisis.;Provoca Paralisis.;;Otros;Elegido;0;Lanzar (25 ft);Paralisis;01 Beginner [B];Thunder Wave
M0163;Onda Voltio;Electrico;DB + 1d6 + 1;1/Ronda;;Destreza;Lanzar;-;Siempre golpea.;;;Especial;Elegido;0;Rango;-;Begginer;Shock Wave
M0164;Placaje Elec;Electrico;DB + 2d6;1 Ronda;2 Acciones;Fuerza;Combatir;0;10% de paralizar al rival. Provoca un da¤o de retroceso del 33% del da¤o provocado al Pokemon rival.;"CD 18 de Paralizar al rival. El Usuario pierde HP equivalente al DB
/r [[1d20]]";CD 18;Fisico;Elegido;0;Contacto (5ft);"Recoil; Paralisis";04 Master [M];Volt Tackle
M0165;Plancha Voltaica;Electrico;DB + 1d6 + 2;1 cada 2 Rondas;;Destreza;Combate;;Si el ataque falla, el usuario recibe un daño equivalente al 50% de su PS maximo.;;;Fisico;Elegido;0;Contacto;-;Ace;Supercell Slam
M0166;Puño Trueno;Electrico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;1;10% de paralizar al rival.;"CD 18 de Paralizar al rival.
/r [[1d20]]";CD 18;Fisico;Elegido;0;Contacto (5ft);"¤; Puño; Paralisis";01 Beginner [B];Thunder Punch
M0167;Puños Plasma;Electrico;DB + 1d6 + 2;1 cada 2 Rondas;;Destreza;Combate;+1;Los movimientos de tipo Normal pasan a ser de tipo Electrico.;;;Fisico;Elegido;0;Contacto;"¤; Puño";Pro;Plasma Fists
M0168;Rayo;Electrico;DB + 2d4;1 Ronda;2 Acciones;Destreza;Canalizar;1;10% de paralizar al rival.;"CD 18 de Paralizar al rival
/r [[1d20]]";CD 18;Especial;Elegido;0;Linear (20 ft);Paralisis;02 Amateur [A];Thunderbolt
M0169;Rayo Carga;Electrico;DB + 1d6;1 Ronda;2 Acciones;Destreza;Canalizar;-1;70% de aumentar un nivel el Ataque Especial al usuario.;"CD 6 de Aumentar +1 ENE
/r [[1d20]]";CD 06;Especial;Elegido;0;Linear (20 ft);-;01 Beginner [B];Charge Beam
M0170;Rayo Fusion;Electrico;DB + 1d6 + 2;1 cada 3 Rondas;;Fuerza;Canalizar;+1;El poder base de este movimiento se duplica si otro Pokemon utiliza Llama Fusion o Llama Azul inmediatamente antes en el mismo turno.;;;Fisico;Elegido;0;Rango;Letal;Pro;Fusion Bolt
M0171;Relampago Subito;Electrico;DB + 1d8;1 cada 3 Rondas;;Destreza;Acrobacia;+1;Golpea primero, pero falla si el rival no va a usar un movimiento de daño directo. Falla tambien si el rival golpea antes.;;;Especial;Elegido;1;Rango;-;Ace;Thunderclap
M0172;Rueda Aural;Electrico;DB + 1d6 + 2;1 Ronda;2 Acciones;Destreza;Combatir;1;Aumenta un nivel la Velocidad al usuario. El tipo del movimiento depende de la Forma de Morpeko. Con la Forma Saciada es de tipo Electrico, mientras que con la Forma Voraz es de tipo Siniestro.;Aumenta +1 DES. Cambia a tipo siniestro en forma Hambrienta;;Fisico;Elegido;0;Lanzar (25 ft);-;02 Amateur [A];Aura Wheel
M0173;Trueno;Electrico;DB + 1d6 + 2;1 Ronda;2 Acciones;Energia;Canalizar;-3;30% de paralizar al rival. Golpea a Pokemon en mitad de un Vuelo, Bote o Caida Libre. En Llovizna no falla. En Dia Soleado tiene 50% de precision.;"CD 14 de Paralizar al rival; Si el clima es lluvia Aumenta +6 ACC, en otro clima Reduce -2 Acc
/r [[1d20]]";CD 14;Especial;Elegido;0;Lanzar (25 ft);"Paralisis; Clima";03 Elite [E];Thunder
M0174;Voltio Cruel;Electrico;DB + 2d4;1 Ronda;2 Acciones;Destreza;Combatir;1;Provoca un da¤o de retroceso del 25% del da¤o provocado al Pokemon rival.; El Usuario pierde HP equivalente al DB;;Fisico;Elegido;0;Contacto (5ft);Recoil;03 Elite [E];Wild Charge
M0175;Voltiocambio;Electrico;DB + 1d8;1/Ronda;;Destreza;Acrobacia;+1;El Pokemon debe ser intercambiado tras usar este ataque. Permite escapar de trampas y pseudo-trampas.;;;Especial;Elegido;0;Rango;-;Amateur;Volt Switch
M0176;Bola Sombra;Fantasma;DB + 1d8;1 Ronda;2 Acciones;Destreza;Lanzar;1;20% de reducir un nivel la Defensa Especial al rival.;"CD 16 de Reducir -1 SAB
/r [[1d20]]";CD 16;Especial;Elegido;0;Lanzar (25 ft);Proyectil;03 Elite [E];Shadow Ball
M0177;Garra Umbria;Fantasma;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;1;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;;Fisico;Elegido;0;Contacto (5ft);Preciso;03 Elite [E];Shadow Claw
M0178;Golpe Fantasma;Fantasma;DB + 2d4;1 cada 2 Rondas;;Fuerza;Sigilo;+1;Precisa un turno de preparacion en las tinieblas, en que es totalmente inmune. Su golpe no es evitado por Proteccion o Deteccion.;;;Fisico;Elegido;0;Contacto;-;Ace;Phantom Force
M0179;Golpe Umbrio;Fantasma;DB + 2d6;1 cada 3 Rondas;;Fuerza;Combate;+1;Precisa un turno de preparacion en las tinieblas, en que es totalmente inmune. Su golpe no es evitado por Proteccion o Deteccion.;;;Fisico;Elegido;0;Contacto;Letal;Pro;Shadow Force
M0180;Halloween;Fantasma;-;1/Ronda;;Energia;Empatia;+1;El Pokemon objetivo adquiere el tipo Fantasma, conservando sus anteriores tipos.;;;Otros;Elegido;0;-;-;Amateur;Trick-or-Treat
M0181;Homenaje Postumo;Fantasma;DB + 1d6;1 cada 2 Rondas;;Carisma;Empatia;+1;El poder base de este movimiento es mayor cuantos mas Pokemon aliados hayan caido en combate, aumentando en 50 por cada Pokemon aliado derrotado.;;;Fisico;Elegido;0;Rango;-;Amateur;Last Respects
M0182;Hueso Sombrio;Fantasma;DB + 2d4;1 Ronda;2 Acciones;Destreza;Combatir;1;20% de reducir un nivel la Defensa al rival.;"CD 16 de Reducir -1 VIT
/r [[1d20]]";CD 16;Fisico;Elegido;0;Lanzar (25 ft);-;01 Beginner [B];Shadow Bone
M0183;Impresionar;Fantasma;DB + 1d4;1 Ronda;2 Acciones;Destreza;Sigilo;1;30% de hacer retroceder al rival.;"CD 14 de causar Retroceso
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Retroceso;00 Starter [S];Astonish
M0184;Infortunio;Fantasma;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Canalizar;1;Si el Pokemon objetivo sufre un cambio de estado, su poder base se dobla.;Si el Pokemon objetivo sufre un cambio de estado, duplica el Dmg causado;;Especial;Elegido;0;Lanzar (25 ft);-;02 Amateur [A];Hex
M0185;Lenguetazo;Fantasma;DB + 1d4;1 PP;2 Acciones;Destreza;Combatir;1;30% de paralizar al rival.;"CD 14 de Paralizar al rival.
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Paralisis;00 Starter [S];Lick
M0186;Maldicion;Fantasma;-;1 Ronda;2 Acciones;Vitalidad;Empatia;0;Aumenta un nivel el Ataque y la Defensa y reduce un nivel la Velocidad al usuario. Usado por un Fantasma, pierde 50% de PS max. y el rival pierde un 25% de PS cada turno.;"Si el Usuario es de tipo Fantasma, se hiere equivalente al doble de su CAR y el Blanco es hieredo con un valor igual a su CAR al final de cada ronda.
En otro caso, Aumenta +1 Fue y VIT, y Reduce -1 DES el Usuario.";;Otros;Elegido;0;Corta (10ft);-;02 Amateur [A];Curse
M0187;Marcha Espectral;Fantasma;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Canalizar;1;30% de quemar al rival. El poder base se duplica si el Pokemon objetivo esta Quemado.;"CD 14 de Quemar. En caso de que el blanco se encuentre quemado inflinge Dmg Critico.
/r [[1d20]]";CD 14;Especial;Elegido;0;Lanzar (25 ft);Quemadura;03 Elite [E];Infernal Parade
M0188;Mismo Destino;Fantasma;-;1 cada 3 Rondas;;Carisma;Empatia;-;Si el usuario cae debilitado por un ataque del rival antes de usar otro ataque, el Pokemon rival cae tambien debilitado.;;;Otros;Usuario;0;-;-;Ace;Destiny Bond
M0189;Orbes Espectro;Fantasma;DB + 2d6;2 Rondas;2 Acciones;Destreza;Lanzar;1;Ninguno.;-;;Especial;Oponentes;0;Cono (15 ft);-;05 Legend [L];Astral Barrage
M0190;Pesadilla;Fantasma;-;1 cada 2 Rondas;;Sabiduria;Empatia;+1;Causa un 25% de daño al Pokemon rival cada turno mientras permanezca dormido.;;;Otros;Elegido;0;-;-;Ace;Nightmare
M0191;Poltergeist;Fantasma;DB + 1d6 + 2;1 cada 3 Rondas;;Destreza;Canalizar;-1;El movimiento falla automaticamente si el Pokemon objetivo no tiene un objeto equipado.;;;Fisico;Elegido;0;Rango;Letal;Ace;Poltergeist
